datetime;cartPos;cartVel;pendPos;pendVel;action;cartController;exploration
2018-05-26 10:23:20.594;495,53;2,06;1;1;0,06;CartControllerGamepadPID;0
2018-05-26 10:23:20.614;502,41;6,88;2;1;-0,04;CartControllerGamepadPID;0
2018-05-26 10:23:20.634;507,22;4,81;2;0;1,00;CartControllerGamepadPID;0
2018-05-26 10:23:20.654;519,24;12,02;2;0;0,69;CartControllerGamepadPID;0
2018-05-26 10:23:20.674;530,58;11,34;0;-2;1,00;CartControllerGamepadPID;0
2018-05-26 10:23:20.696;533,68;3,10;359;-1;1,00;CartControllerGamepadPID;0
2018-05-26 10:23:20.716;533,68;0,00;356;-3;1,00;CartControllerGamepadPID;0
2018-05-26 10:23:20.736;533,68;0,00;355;-1;1,00;CartControllerGamepadPID;0
2018-05-26 10:23:20.756;531,96;-1,72;353;-2;1,00;CartControllerGamepadPID;0
2018-05-26 10:23:20.776;531,96;0,00;351;-2;1,00;CartControllerGamepadPID;0
2018-05-26 10:23:20.796;531,62;-0,34;349;-2;1,00;CartControllerGamepadPID;0
2018-05-26 10:23:20.816;531,62;0,00;347;-2;1,00;CartControllerGamepadPID;0
2018-05-26 10:23:20.836;531,62;0,00;344;-3;1,00;CartControllerGamepadPID;0
2018-05-26 10:23:20.856;535,74;4,12;342;-2;1,00;CartControllerGamepadPID;0
2018-05-26 10:23:20.876;531,62;-4,12;339;-3;1,00;CartControllerGamepadPID;0
2018-05-26 10:23:20.896;531,62;0,00;336;-3;1,00;CartControllerGamepadPID;0
2018-05-26 10:23:20.916;531,62;0,00;333;-3;0,00;CartControllerGamepadPID;0
2018-05-26 10:23:20.936;531,62;0,00;328;-5;0,00;CartControllerGamepadPID;0
2018-05-26 10:23:20.956;531,62;0,00;324;-4;0,00;CartControllerGamepadPID;0
2018-05-26 10:23:20.976;531,62;0,00;319;-5;0,00;CartControllerGamepadPID;0
2018-05-26 10:23:20.996;531,62;0,00;313;-6;0,00;CartControllerGamepadPID;0
2018-05-26 10:23:21.016;536,08;4,46;307;-6;0,00;CartControllerGamepadPID;0
2018-05-26 10:23:21.036;536,08;0,00;299;-8;0,00;CartControllerGamepadPID;0
2018-05-26 10:23:21.056;536,08;0,00;291;-8;0,00;CartControllerGamepadPID;0
2018-05-26 10:23:21.076;531,96;-4,12;282;-9;0,00;CartControllerGamepadPID;0
2018-05-26 10:23:21.096;531,96;0,00;271;-11;0,00;CartControllerGamepadPID;0
2018-05-26 10:23:21.116;531,96;0,00;261;-10;0,00;CartControllerGamepadPID;0
